career , criminal/case_1.txt
life , criminal/case_1.txt
give , criminal/case_1.txt
available , criminal/case_1.txt
sufficient , criminal/case_1.txt
clarity , criminal/case_1.txt
higher , criminal/case_1.txt
certain , criminal/case_1.txt
appropriate , criminal/case_1.txt
root , criminal/case_1.txt
successfully , criminal/case_1.txt
charge , criminal/case_1.txt
reject , criminal/case_1.txt
distinguishable , criminal/case_1.txt
appeal , criminal/case_1.txt
define , criminal/case_1.txt
potential , criminal/case_1.txt
commit , criminal/case_1.txt
emphasis , criminal/case_1.txt
agree , criminal/case_1.txt
guarantee , criminal/case_1.txt
enhance , criminal/case_1.txt
status , criminal/case_1.txt
greater , criminal/case_1.txt
traditional , criminal/case_1.txt
start , criminal/case_1.txt
receive , criminal/case_1.txt
sufficiently , criminal/case_1.txt
free , criminal/case_1.txt
achieve , criminal/case_1.txt
goal , criminal/case_1.txt
reflect , criminal/case_1.txt
respect , criminal/case_1.txt
effective , criminal/case_1.txt
satisfy , criminal/case_1.txt
evolve , criminal/case_1.txt
solution , criminal/case_1.txt
real , criminal/case_1.txt
first , criminal/case_1.txt
ensure , criminal/case_1.txt
integrity , criminal/case_1.txt
good , criminal/case_1.txt
ten , criminal/case_1.txt
correctly , criminal/case_1.txt
entertain , criminal/case_1.txt
presume , criminal/case_1.txt
reasonable , criminal/case_1.txt
compelling , criminal/case_1.txt
pervasive , criminal/case_1.txt
introduce , criminal/case_1.txt
meaningful , criminal/case_1.txt
novel , criminal/case_1.txt
embrace , criminal/case_1.txt
coherent , criminal/case_1.txt
refuse , criminal/case_1.txt
considerable , criminal/case_1.txt
true , criminal/case_1.txt
principled , criminal/case_1.txt
convincing , criminal/case_1.txt
escape , criminal/case_1.txt
persuasive , criminal/case_1.txt
full , criminal/case_1.txt
well , criminal/case_1.txt
unique , criminal/case_1.txt
enjoy , criminal/case_1.txt
impossibly , criminal/case_1.txt
understandable , criminal/case_1.txt
rightly , criminal/case_1.txt
engage , criminal/case_1.txt
ambiguous , criminal/case_1.txt
resist , criminal/case_1.txt
original , criminal/case_1.txt
open , criminal/case_1.txt
ultimate , criminal/case_2.txt
move , criminal/case_2.txt
realistically , criminal/case_2.txt
sharp , criminal/case_2.txt
merit , criminal/case_2.txt
essential , criminal/case_2.txt
develop , criminal/case_2.txt
confidence , criminal/case_2.txt
exceptional , criminal/case_2.txt
strongly , criminal/case_2.txt
stronger , criminal/case_2.txt
substantive , criminal/case_2.txt
maintain , criminal/case_2.txt
ha , criminal/case_2.txt
seat , criminal/case_2.txt
professional , criminal/case_2.txt
popular , criminal/case_2.txt
benefit , criminal/case_2.txt
complete , criminal/case_2.txt
new , criminal/case_2.txt
high , criminal/case_2.txt
consistent , criminal/case_2.txt
highlight , criminal/case_2.txt
bring , criminal/case_2.txt
succeed , criminal/case_2.txt
competent , criminal/case_2.txt
right , criminal/case_3.txt
disagree , criminal/case_3.txt
treat , criminal/case_3.txt
friend , criminal/case_3.txt
child , criminal/case_3.txt
upbeat , criminal/case_3.txt
emphasize , criminal/case_3.txt
hit , criminal/case_3.txt
member , criminal/case_3.txt
psychological , criminal/case_3.txt
sex , criminal/case_3.txt
population , criminal/case_3.txt
lift , criminal/case_3.txt
promise , criminal/case_3.txt
respects , criminal/case_3.txt
prevail , criminal/case_3.txt
satisfied , criminal/case_3.txt
potent , criminal/case_3.txt
precisely , criminal/case_3.txt
ideal , criminal/case_3.txt
preserve , criminal/case_3.txt
able , criminal/case_3.txt
certainly , criminal/case_3.txt
astonishingly , criminal/case_3.txt
hint , criminal/case_3.txt
striking , criminal/case_3.txt
moment , criminal/case_3.txt
funny , criminal/case_3.txt
humorous , criminal/case_3.txt
heaven , criminal/case_3.txt
vein , criminal/case_3.txt
special , criminal/case_3.txt
head , criminal/case_4.txt
intelligent , criminal/case_4.txt
inherently , criminal/case_4.txt
refine , criminal/case_4.txt
unconditional , criminal/case_4.txt
document , criminal/case_4.txt
fit , criminal/case_4.txt
complex , criminal/case_4.txt
intelligently , criminal/case_4.txt
personal , criminal/case_4.txt
strong , criminal/case_4.txt
reliable , criminal/case_4.txt
grandly , criminal/case_4.txt
strength , criminal/case_4.txt
capable , criminal/case_4.txt
prime , criminal/case_4.txt
content , criminal/case_4.txt
string , criminal/case_4.txt
mysterious , criminal/case_4.txt
helpful , criminal/case_4.txt
wholly , criminal/case_4.txt
accessible , criminal/case_4.txt
gate , criminal/case_4.txt
caliber , criminal/case_5.txt
pick , criminal/case_5.txt
sharply , criminal/case_5.txt
quality , criminal/case_5.txt
motivate , criminal/case_5.txt
provocative , criminal/case_5.txt
precise , criminal/case_5.txt
virtue , criminal/case_6.txt
family , criminal/case_6.txt
celebrate , criminal/case_6.txt
celebration , criminal/case_6.txt
innocent , criminal/case_6.txt
rich , criminal/case_6.txt
plus , criminal/case_7.txt
durable , criminal/case_7.txt
lie , criminal/case_8.txt
straightforward , criminal/case_8.txt
neighborhood , criminal/case_8.txt
emphatic , criminal/case_8.txt
fluid , criminal/case_8.txt
neat , criminal/case_8.txt
advantage , criminal/case_8.txt
reaction , criminal/case_8.txt
robust , criminal/case_8.txt
firmly , criminal/case_8.txt
rare , criminal/case_8.txt
relative , criminal/case_9.txt
competence , criminal/case_9.txt
teacher , criminal/case_9.txt
profit , criminal/case_10.txt
countenance , criminal/case_10.txt
asset , criminal/case_10.txt
responsible , criminal/case_10.txt
local , criminal/case_10.txt
college , criminal/case_10.txt
participation , criminal/case_10.txt
enjoyment , criminal/case_10.txt
ecstasy , criminal/case_11.txt
assurance , criminal/case_11.txt
success , criminal/case_11.txt
attractive , criminal/case_11.txt
adequately , criminal/case_11.txt
coffee , criminal/case_11.txt
lighter , criminal/case_11.txt
season , criminal/case_11.txt
whimsy , criminal/case_11.txt
care , criminal/case_11.txt
accurate , criminal/case_11.txt
formidable , criminal/case_11.txt
illustrate , criminal/case_12.txt
electric , criminal/case_13.txt
inspire , criminal/case_13.txt
briefly , criminal/case_13.txt
nice , criminal/case_13.txt
medicine , criminal/case_13.txt
charitable , criminal/case_13.txt
pinnacle , criminal/case_13.txt
ample , criminal/case_13.txt
definitive , criminal/case_14.txt
surprise , criminal/case_14.txt
absolutely , criminal/case_14.txt
positive , criminal/case_15.txt
freedom , criminal/case_15.txt
intense , criminal/case_15.txt
accuracy , criminal/case_15.txt
easily , criminal/case_15.txt
literal , criminal/case_16.txt
literally , criminal/case_16.txt
sincerely , criminal/case_16.txt
dollar , criminal/case_16.txt
recording , criminal/case_16.txt
honestly , criminal/case_16.txt
team , criminal/case_17.txt
cerebral , criminal/case_17.txt
compatible , criminal/case_17.txt
organic , criminal/case_17.txt
personality , criminal/case_17.txt
truth , criminal/case_17.txt
improve , criminal/case_17.txt
liking , criminal/case_17.txt
model , criminal/case_17.txt
appreciate , criminal/case_17.txt
touch , criminal/case_17.txt
academic , criminal/case_18.txt
sophisticated , criminal/case_18.txt
improvement , criminal/case_18.txt
center , criminal/case_18.txt
exceedingly , criminal/case_18.txt
satisfactorily , criminal/case_18.txt
v , criminal/case_18.txt
painstaking , criminal/case_18.txt
greatest , criminal/case_18.txt
credible , criminal/case_18.txt
overwhelmingly , criminal/case_18.txt
contemporary , criminal/case_18.txt
humane , criminal/case_18.txt
morally , criminal/case_18.txt
acceptable , criminal/case_18.txt
accurately , criminal/case_18.txt
generous , criminal/case_19.txt
innovation , criminal/case_19.txt
truly , criminal/case_19.txt
distinctive , criminal/case_19.txt
echo , criminal/case_19.txt
diverse , criminal/case_20.txt
internet , criminal/case_20.txt
decent , criminal/case_20.txt
symbolic , criminal/case_20.txt
praise , criminal/case_20.txt
expressive , criminal/case_20.txt
historic , criminal/case_20.txt
town , criminal/case_20.txt
enormous , criminal/case_20.txt
convenient , criminal/case_20.txt
attentive , criminal/case_20.txt
flexible , criminal/case_21.txt
vital , criminal/case_21.txt
ethic , criminal/case_21.txt
bravado , criminal/case_21.txt
safe , criminal/case_21.txt
nation , criminal/case_21.txt
dynamic , criminal/case_21.txt
stride , criminal/case_21.txt
greatly , criminal/case_21.txt
win , criminal/case_21.txt
experienced , criminal/case_21.txt
